Incident Number,Date/Time,Address,Incident Type,Completed,Reviewed,,,,,
0003728 - 000,5/14/21 21:12,300 S Stagecoach Trl  # 3214,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003729 - 000,5/14/21 21:35,1004 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003730 - 000,5/14/21 21:40,1900 Medical Pkwy,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0003731 - 000,5/14/21 22:03,300 S Stagecoach Trl  # 3214,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003732 - 000,5/14/21 23:38,1610 N IH 35  # 734,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003733 - 000,5/15/21 6:50,300 S Stagecoach Trl  # 3106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003734 - 000,5/15/21 10:04,Franklin Dr,444 - Power line down,Yes,Yes,,,,,
0003735 - 000,5/15/21 10:26,1001 Leah Ave  # 514,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003736 - 000,5/15/21 11:03,2211 S IH 35,442 - Overheated motor,Yes,Yes,,,,,
0003737 - 000,5/15/21 11:17,800 N Bishop St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003738 - 000,5/15/21 11:44,811 S Guadalupe St  # LOBBY,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003739 - 000,5/15/21 13:11,199 SB  # LN 1,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003740 - 000,5/15/21 13:12,1505 Aquarena Springs Dr,553 - Public service,Yes,Yes,,,,,
0003741 - 000,5/15/21 13:22,Hwy 123,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003742 - 000,5/15/21 13:49,116 S Edward Gary St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003743 - 000,5/15/21 13:58,Aquarena Springs Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003744 - 000,5/15/21 15:10,Hwy 21,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003745 - 000,5/15/21 15:36,2600 Hunter Rd  # 1211,721 - Bomb scare - no bomb,Yes,Yes,,,,,
0003746 - 000,5/15/21 15:45,208 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003747 - 000,5/15/21 16:30,500 Parker Dr  # 2211,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003748 - 000,5/15/21 16:30,1201 Thorpe Ln,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003750 - 000,5/15/21 17:05,205 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003751 - 000,5/15/21 19:31,1351 Sadler Dr  # 308A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003752 - 000,5/15/21 20:04,Wonder World Dr,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003754 - 000,5/15/21 21:07,1476 E McCarty Ln  # ENTRNC,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003755 - 000,5/15/21 21:13,1900 Medical Pkwy,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003756 - 000,5/15/21 21:18,838 S Loop St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003757 - 000,5/15/21 22:51,1509 Girard Ave,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003758 - 000,5/16/21 0:53,100 Horse Shoe Bend Rd,"160 - Special outside fire, other",Yes,Yes,,,,,
0003759 - 000,5/16/21 2:14,River Ridge Pkwy,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003760 - 000,5/16/21 2:33,201 S Mitchell Ave,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003761 - 000,5/16/21 3:24,E Access Rd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003762 - 000,5/16/21 6:39,301 S Johnson Ave,"445 - Arcing, shorted electrical equipment",Yes,Yes,,,,,
0003764 - 000,5/16/21 7:59,1201 Thorpe Ln  # 82,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003765 - 000,5/16/21 10:13,1000 Hwy 123  # ACCESS,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003766 - 000,5/16/21 11:25,900 Hwy 80,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003767 - 000,5/16/21 11:50,1304 Hwy 123  # ENTRANCE,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003768 - 000,5/16/21 12:33,211 Ebony St,"510 - Person in distress, other",Yes,Yes,,,,,
0003770 - 000,5/16/21 14:15,208 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003771 - 000,5/16/21 15:02,Centerpoint Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003772 - 000,5/16/21 15:22,199 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003773 - 000,5/16/21 15:58,2213 Garden Ct,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003774 - 000,5/16/21 18:14,Roosevelt St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003775 - 000,5/16/21 18:53,200 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003776 - 000,5/16/21 19:38,201 SB,"510 - Person in distress, other",Yes,Yes,,,,,
0003777 - 000,5/16/21 19:57,211 Ebony St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003778 - 000,5/17/21 1:52,811 S Guadalupe St  # 121,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0003779 - 000,5/17/21 5:27,197 Nb,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003780 - 000,5/17/21 5:33,3401 Airport Highway 21,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003781 - 000,5/17/21 8:29,921 N IH 35  # LOBBY,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003782 - 000,5/17/21 9:40,541 Lacey Oak Lp,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003783 - 000,5/17/21 11:09,Hwy 80,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003784 - 000,5/17/21 14:16,1502 E Mccarty Ln,422 - Chemical spill or leak,Yes,Yes,,,,,
0003785 - 000,5/17/21 14:20,1505 Delmar St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003786 - 000,5/17/21 14:20,601 River Rd  # 506,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003787 - 000,5/17/21 14:29,205 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003788 - 000,5/17/21 15:55,2800 Hwy 21,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003789 - 000,5/17/21 16:02,1103 Haynes St,"650 - Steam, other gas mistaken for smoke, other",Yes,Yes,,,,,
0003790 - 000,5/17/21 16:30,1600 N IH 35  # 303B,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003791 - 000,5/17/21 16:56,501 E Hopkins St  # ART,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003792 - 000,5/17/21 17:53,200 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003793 - 000,5/17/21 18:58,1201 Barbara Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003794 - 000,5/17/21 19:42,205 NB,"550 - Public service assistance, other",Yes,Yes,,,,,
0003795 - 000,5/17/21 21:19,1901 N IH 35,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003796 - 000,5/17/21 21:38,208 Riverside Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003798 - 000,5/17/21 22:45,199 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003799 - 000,5/18/21 2:27,608 Conway Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003800 - 000,5/18/21 3:46,1601 N IH 35  # OFFICE,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003801 - 000,5/18/21 4:53,1635 Aquarena Springs Dr  # 137,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003804 - 000,5/18/21 8:40,E Hwy 80 Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003805 - 000,5/18/21 8:43,198 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003806 - 000,5/18/21 9:21,199 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003807 - 000,5/18/21 9:34,208 E Access Rd,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003808 - 000,5/18/21 12:59,2821 Leah Ave,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003809 - 000,5/18/21 14:14,EXIT 206 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003810 - 000,5/18/21 14:28,Craddock Ave,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003811 - 000,5/18/21 14:29,1509 Hamilton Ave,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003812 - 000,5/18/21 14:35,935 Hwy 80,444 - Power line down,Yes,Yes,,,,,
0003813 - 000,5/18/21 15:07,Aquarena Springs Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003814 - 000,5/18/21 15:26,2211 S IH 35,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003815 - 000,5/18/21 17:05,338 S Guadalupe St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003816 - 000,5/18/21 21:24,102 Lockwood Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003817 - 000,5/18/21 22:45,209 N IH 35,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003818 - 000,5/19/21 0:13,930 N IH 35  # 109,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003819 - 000,5/19/21 0:25,1400 Aquarena Springs Dr,"445 - Arcing, shorted electrical equipment",Yes,Yes,,,,,
0003820 - 000,5/19/21 0:50,1701 Mill St,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0003821 - 000,5/19/21 0:49,2001 Pecan St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003822 - 000,5/19/21 4:34,102 Lockwood Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003823 - 000,5/19/21 5:51,1150 E River Ridge Pkwy  # BLDG10,553 - Public service,Yes,Yes,,,,,
0003824 - 000,5/19/21 6:57,1720 Old Ranch Road 12  # B12,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003825 - 000,5/19/21 9:28,503 Uhland Rd  # 24,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003827 - 000,5/19/21 14:41,210 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003828 - 000,5/19/21 14:57,1213 HWY 80,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003829 - 000,5/19/21 15:21,1635 Aquarena Springs Dr  # 147,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003830 - 000,5/19/21 17:15,1600 Clovis Barker Rd  # 110,"744 - Detector activation, no fire - unintentional",Yes,Yes,,,,,
0003831 - 000,5/19/21 17:27,1701 N IH 35  # 119,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003832 - 000,5/19/21 17:33,EXIT 201 SB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003833 - 000,5/19/21 17:46,1600 N IH 35,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0003834 - 000,5/19/21 18:22,1600 N IH 35,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003835 - 000,5/19/21 19:49,202 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003836 - 000,5/19/21 23:16,1201 Thorpe Ln  # 171,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003837 - 000,5/20/21 3:25,112 West Ave  # 251,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003838 - 000,5/20/21 5:52,EXIT 199 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003839 - 000,5/20/21 6:21,1201 Thorpe Ln  # 100,554 - Assist invalid,Yes,Yes,,,,,
0003841 - 000,5/20/21 7:21,1635 Aquarena Springs Dr  # OUTSIDE,553 - Public service,Yes,Yes,,,,,
0003842 - 000,5/20/21 7:38,913 N IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003843 - 000,5/20/21 7:41,EXIT 200 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003844 - 000,5/20/21 9:56,442 Stagecoach Trl,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003847 - 000,5/20/21 10:58,W Hopkins St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003848 - 000,5/20/21 11:11,127 Wild Plum,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003849 - 000,5/20/21 12:59,401 Broadway St  # C,"700 - False alarm or false call, other",Yes,Yes,,,,,
0003851 - 000,5/20/21 14:25,419 Linda Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003852 - 000,5/20/21 15:15,Lt John Decker Dr,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0003854 - 000,5/20/21 15:40,208 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003856 - 000,5/20/21 16:21,1800 Post Rd,444 - Power line down,Yes,Yes,,,,,
0003857 - 000,5/20/21 16:49,1201 Haynes St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003859 - 000,5/20/21 17:08,202 NB  # RIGHT SH,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003860 - 000,5/20/21 18:03,206 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003861 - 000,5/20/21 18:12,205 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003862 - 000,5/20/21 20:06,1350 Leah Ave  # PLOT,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003864 - 000,5/20/21 21:07,1921 Corporate Dr  # 202,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003865 - 000,5/20/21 21:46,Riverway Ave,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003866 - 000,5/20/21 21:50,EXIT 206 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003867 - 000,5/20/21 22:20,EXIT 208 SB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003868 - 000,5/20/21 22:26,EXIT 204A SB,621 - Wrong location,Yes,Yes,,,,,
0003869 - 000,5/20/21 22:26,208 NB,553 - Public service,Yes,Yes,,,,,
0003870 - 000,5/20/21 22:29,600 Wonder World Dr,"744 - Detector activation, no fire - unintentional",Yes,Yes,,,,,
0003871 - 000,5/20/21 22:39,207 SB,"400 - Hazardous condition, other",Yes,Yes,,,,,
0003872 - 000,5/20/21 23:53,138 N LBJ Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003873 - 000,5/21/21 0:16,338 S Guadalupe St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003874 - 000,5/21/21 2:04,1951 Aquarena Springs Dr  # 2104,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003875 - 000,5/21/21 4:47,2600 Hunter Rd  # 3104,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003876 - 000,5/21/21 6:08,1707 Aquarena Springs Dr  # 153,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003877 - 000,5/21/21 6:45,201 NB,553 - Public service,Yes,Yes,,,,,
0003878 - 000,5/21/21 7:05,300 S Stagecoach Trl  # 3124,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003879 - 000,5/21/21 7:36,206 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003880 - 000,5/21/21 7:41,208 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003881 - 000,5/21/21 8:32,204 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003883 - 000,5/21/21 8:43,208 NB,553 - Public service,Yes,Yes,,,,,
0003884 - 000,5/21/21 9:23,207 NB  # LN 2,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003885 - 000,5/21/21 10:54,202 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003887 - 000,5/21/21 11:57,110 Willow Springs Dr  # 102,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003888 - 000,5/21/21 12:22,207 NB,553 - Public service,Yes,Yes,,,,,
0003889 - 000,5/21/21 12:39,612 Mill St  # A,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003891 - 000,5/21/21 12:53,S LBJ Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003892 - 000,5/21/21 12:53,S LBJ Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003893 - 000,5/21/21 13:06,105 Wonder World Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003894 - 000,5/21/21 13:48,201 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003895 - 000,5/21/21 14:28,204 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003897 - 000,5/21/21 15:01,712 N Comanche St  # 150A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003898 - 000,5/21/21 15:32,2400 Rattler Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003899 - 000,5/21/21 15:44,1142 Esplanade Pkwy,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003900 - 000,5/21/21 16:16,2050 S IH 35,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003901 - 000,5/21/21 16:19,2007 Castle Bluff Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003903 - 000,5/21/21 16:23,200 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003904 - 000,5/21/21 17:18,802 Leah Ave  # 209,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003905 - 000,5/21/21 17:25,200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003906 - 000,5/21/21 17:42,1021 Hwy 80,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003907 - 000,5/21/21 18:14,737 Gravel St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003908 - 000,5/21/21 18:21,1720 Old Ranch Road 12,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003909 - 000,5/21/21 21:03,2106 Hunter Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003911 - 000,5/21/21 21:45,206 NB,553 - Public service,Yes,Yes,,,,,
0003912 - 000,5/21/21 22:06,350 North St  # 1219,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003913 - 000,5/21/21 22:19,1351 Sadler Dr  # NRSTA,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003914 - 000,5/21/21 22:41,900 Kasch St,422 - Chemical spill or leak,Yes,Yes,,,,,
0003915 - 000,5/21/21 23:54,350 North St  # PK GRG,553 - Public service,Yes,Yes,,,,,
0003916 - 000,5/21/21 23:59,2917 Hunter Rd  # 22,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003917 - 000,5/22/21 0:23,105 N IH 35,"710 - Malicious, mischievous false call, other",Yes,Yes,,,,,
0003918 - 000,5/22/21 0:40,1716 Hofheinz St  # 6,381 - Rescue or EMS standby,Yes,Yes,,,,,
0003922 - 000,5/22/21 4:58,802 Leah Ave  # 201,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003923 - 000,5/22/21 7:27,200 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003924 - 000,5/22/21 11:56,Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003925 - 000,5/22/21 12:03,1011 Hwy 80,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003926 - 000,5/22/21 12:28,204 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003927 - 000,5/22/21 12:36,331 W Hopkins St  # E,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003928 - 000,5/22/21 12:59,4015 S IH 35  # 319,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0003929 - 000,5/22/21 14:02,3939 S IH 35  # FOOD CRT,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003930 - 000,5/22/21 14:41,1012 Hwy 123,542 - Animal rescue,Yes,Yes,,,,,
0003931 - 000,5/22/21 15:04,1641 Sh 80,111R - Building fire - Residential,Yes,Yes,,,,,
0003932 - 000,5/22/21 15:12,1001 E McCarty Ln,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003933 - 000,5/22/21 15:11,600 Barnes Dr  # INFRONT,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003934 - 000,5/22/21 16:01,1624 Aquarena Springs Dr  # D126,111R - Building fire - Residential,Yes,Yes,,,,,
0003935 - 000,5/22/21 17:22,1560 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003936 - 000,5/22/21 18:29,1103 Hwy 80,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003937 - 000,5/22/21 19:03,202 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0003939 - 000,5/22/21 19:33,S Guadalupe St,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003940 - 000,5/22/21 19:51,451 Barnes Dr  # 424,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003941 - 000,5/22/21 21:43,1210 Monica St  # 60,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003942 - 000,5/22/21 22:47,2600 Hunter Rd  # 3314,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003943 - 000,5/22/21 23:09,109 Switchgrass St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003944 - 000,5/23/21 0:11,2107 River Rd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003945 - 000,5/23/21 3:33,650 River Rd,"715 - Local alarm system, malicious false alarm",Yes,Yes,,,,,
0003946 - 000,5/23/21 5:41,100 Riverside Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003947 - 000,5/23/21 6:36,2400 S IH 35,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003949 - 000,5/23/21 10:10,1200 Hwy 80,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0003950 - 000,5/23/21 10:10,802 Leah Ave  # 223,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003951 - 000,5/23/21 10:47,403 Candlelight Ln,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003952 - 000,5/23/21 10:55,664 Mill St  # B,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003953 - 000,5/23/21 11:21,1109 San Marcos Pkwy  # D,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0003954 - 000,5/23/21 14:04,1005 Hwy 80,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003955 - 000,5/23/21 15:31,800 Academy St,"700 - False alarm or false call, other",Yes,Yes,,,,,
0003956 - 000,5/23/21 15:57,1560 S IH 35,"700 - False alarm or false call, other",Yes,Yes,,,,,
0003957 - 000,5/23/21 17:02,1334 E Access Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003958 - 000,5/23/21 19:37,132 Flatland Trl,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0003959 - 000,5/23/21 20:07,1600 Ramona Cir,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0003960 - 000,5/23/21 20:35,204 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003961 - 000,5/23/21 20:57,1716 Hofheinz St  # 6,381 - Rescue or EMS standby,Yes,Yes,,,,,
0003962 - 000,5/23/21 21:17,1628 Gordon Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003963 - 000,5/23/21 22:08,1610 N IH 35  # 724,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003964 - 000,5/23/21 23:02,102 Lockwood Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003965 - 000,5/24/21 0:10,600 River Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003966 - 000,5/24/21 2:52,804 Gravel St,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0003967 - 000,5/24/21 3:16,1716 Hofheinz St  # 6,381 - Rescue or EMS standby,Yes,Yes,,,,,
0003968 - 000,5/24/21 4:30,120 Pampas Pass,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003969 - 000,5/24/21 4:32,Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0003970 - 000,5/24/21 6:30,1401 Wonder World Dr  # 305,381 - Rescue or EMS standby,Yes,Yes,,,,,
0003971 - 000,5/24/21 7:21,1508 Clyde St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003972 - 000,5/24/21 7:44,212 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003973 - 000,5/24/21 7:51,210 NB,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003975 - 000,5/24/21 10:58,207 NB,553 - Public service,Yes,Yes,,,,,
0003977 - 000,5/24/21 11:18,207 SB,553 - Public service,Yes,Yes,,,,,
0003978 - 000,5/24/21 11:31,700 Aquarena Springs Dr,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003980 - 000,5/24/21 12:33,1111 Staples Rd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0003981 - 000,5/24/21 13:13,Hwy 123,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003982 - 000,5/24/21 13:24,121 Dreaming Plum Ln,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003983 - 000,5/24/21 13:25,1800 River Rd,553 - Public service,Yes,Yes,,,,,
0003984 - 000,5/24/21 13:56,100 W Sessom Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003986 - 000,5/24/21 14:06,210 NB,553 - Public service,Yes,Yes,,,,,
0003988 - 000,5/24/21 14:18,208 NB,553 - Public service,Yes,Yes,,,,,
0003989 - 000,5/24/21 17:33,Centerpoint Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003990 - 000,5/24/21 19:50,109 N Panorama Dr,341 - Search for person on land,Yes,Yes,,,,,
0003991 - 000,5/24/21 20:42,108 Dreaming Plum Ln,381 - Rescue or EMS standby,Yes,Yes,,,,,
0003992 - 000,5/25/21 2:14,210 Springtown Way,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0003993 - 000,5/25/21 4:00,1129 Mira Loma Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003994 - 000,5/25/21 4:26,208 SB,132 - Road freight or transport vehicle fire,Yes,Yes,,,,,
0003995 - 000,5/25/21 8:59,2212 N IH 35  # 120,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0003996 - 000,5/25/21 11:44,Franklin Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0003997 - 000,5/25/21 13:12,1807 Hwy 21 Dr,131 - Passenger vehicle fire,Yes,Yes,,,,,
